CustomerID|CustomerName|BillToCustomerID|CustomerCategoryID|BuyingGroupID|PrimaryContactPersonID|AlternateContactPersonID|DeliveryMethodID|DeliveryCityID|PostalCityID|CreditLimit|AccountOpenedDate|StandardDiscountPercentage|IsStatementSent|IsOnCreditHold|PaymentDays|PhoneNumber|FaxNumber|DeliveryRun|RunPosition|WebsiteURL|DeliveryAddressLine1|DeliveryAddressLine2|DeliveryPostalCode|DeliveryLocation|PostalAddressLine1|PostalAddressLine2|PostalPostalCode|LastEditedBy|ValidFrom|ValidTo
524|"Wingtip Toys (Cloquet, MN)"|401|3|2|2247|2248|3|6904|6904||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(218) 555-0100"|"(218) 555-0101"|""|""|"http://www.wingtiptoys.com/Cloquet"|"Unit 271"|"336 Kasesalu Lane"|"90639"|POINT (-92.4593566 46.7216102)|"PO Box 38"|"Radanville"|"90639"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
525|"Wingtip Toys (Claycomo, MO)"|401|3|2|2249|2250|3|6687|6687||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(314) 555-0100"|"(314) 555-0101"|""|""|"http://www.wingtiptoys.com/Claycomo"|"Suite 255"|"1668 Nechita Boulevard"|"90501"|POINT (-94.492453 39.202503)|"PO Box 9043"|"Wimmerville"|"90501"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
526|"Wingtip Toys (Beekmantown, NY)"|401|3|2|2251|2252|3|2379|2379||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(212) 555-0100"|"(212) 555-0101"|""|""|"http://www.wingtiptoys.com/Beekmantown"|"Unit 152"|"285 Kovacevic Boulevard"|"90800"|POINT (-73.4920802 44.7708742)|"PO Box 8723"|"Habibiville"|"90800"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
527|"Wingtip Toys (Islip Terrace, NY)"|401|3|2|2253|2254|3|16741|16741||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(212) 555-0100"|"(212) 555-0101"|""|""|"http://www.wingtiptoys.com/IslipTerrace"|"Suite 7"|"1820 Sedlar Crescent"|"90778"|POINT (-73.192615 40.7431539)|"PO Box 8865"|"Lovricville"|"90778"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
528|"Wingtip Toys (Rich Creek, VA)"|401|3|2|2255|2256|3|28780|28780||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(276) 555-0100"|"(276) 555-0101"|""|""|"http://www.wingtiptoys.com/RichCreek"|"Suite 238"|"727 Yavuz Street"|"90588"|POINT (-80.8225774 37.3823434)|"PO Box 6899"|"Methotville"|"90588"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
529|"Wingtip Toys (Griswoldville, GA)"|401|3|2|2257|2258|3|14072|14072||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(229) 555-0100"|"(229) 555-0101"|""|""|"http://www.wingtiptoys.com/Griswoldville"|"Suite 270"|"1281 Kalejs Crescent"|"90110"|POINT (-83.4887852 32.8706936)|"PO Box 1422"|"Isaville"|"90110"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
530|"Wingtip Toys (East Mountain, TX)"|401|3|2|2259|2260|3|9857|9857||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(210) 555-0100"|"(210) 555-0101"|""|""|"http://www.wingtiptoys.com/EastMountain"|"Unit 249"|"1636 Monty Road"|"90353"|POINT (-94.8554918 32.593754)|"PO Box 9064"|"Maeville"|"90353"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
531|"Wingtip Toys (Omer, MI)"|401|3|2|2261|2262|3|25424|25424||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(231) 555-0100"|"(231) 555-0101"|""|""|"http://www.wingtiptoys.com/Omer"|"Shop 261"|"1855 Mitra Avenue"|"90228"|POINT (-83.8544333 44.0475198)|"PO Box 9586"|"Grasuville"|"90228"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
532|"Wingtip Toys (Waycross, GA)"|401|3|2|2263|2264|3|36179|36179||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(229) 555-0100"|"(229) 555-0101"|""|""|"http://www.wingtiptoys.com/Waycross"|"Suite 98"|"1275 Haldar Street"|"90743"|POINT (-82.3540178 31.2135511)|"PO Box 2485"|"Mittalville"|"90743"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
533|"Wingtip Toys (Nichols Hills, OK)"|401|3|2|2265|2266|3|24349|24349||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(405) 555-0100"|"(405) 555-0101"|""|""|"http://www.wingtiptoys.com/NicholsHills"|"Shop 131"|"880 Mannik Lane"|"90128"|POINT (-97.5727123885 35.5548377006)|"PO Box 3675"|"Pauletville"|"90128"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
534|"Wingtip Toys (Plaquemine, LA)"|401|3|2|2267|2268|3|27232|27232||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(225) 555-0100"|"(225) 555-0101"|""|""|"http://www.wingtiptoys.com/Plaquemine"|"Shop 79"|"384 Yadav Boulevard"|"90520"|POINT (-91.2342744 30.2890833)|"PO Box 2805"|"Linnaville"|"90520"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
535|"Wingtip Toys (Triadelphia, WV)"|401|3|2|2269|2270|3|34411|34411||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(304) 555-0100"|"(304) 555-0101"|""|""|"http://www.wingtiptoys.com/Triadelphia"|"Suite 212"|"599 Huiting Lane"|"90747"|POINT (-80.6284097 40.0525734)|"PO Box 1209"|"Rozitisville"|"90747"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
536|"Wingtip Toys (Ferney, SD)"|401|3|2|2271|2272|3|11491|11491||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(605) 555-0100"|"(605) 555-0101"|""|""|"http://www.wingtiptoys.com/Ferney"|"Shop 270"|"289 Ahmadi Crescent"|"90461"|POINT (-98.0978733 45.3305156)|"PO Box 9815"|"Rautville"|"90461"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
537|"Wingtip Toys (Akhiok, AK)"|401|3|2|2273|2274|3|242|242||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(907) 555-0100"|"(907) 555-0101"|""|""|"http://www.wingtiptoys.com/Akhiok"|"Unit 246"|"1280 Tran Boulevard"|"90197"|POINT (-154.1702778 56.9455556)|"PO Box 9003"|"Zareville"|"90197"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
538|"Wingtip Toys (Deeson, MS)"|401|3|2|2275|2276|3|8751|8751||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(228) 555-0100"|"(228) 555-0101"|""|""|"http://www.wingtiptoys.com/Deeson"|"Unit 247"|"391 Lanctot Lane"|"90338"|POINT (-90.8595487 34.0231639)|"PO Box 8260"|"Buecekville"|"90338"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
539|"Wingtip Toys (Nuangola, PA)"|401|3|2|2277|2278|3|24898|24898||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(215) 555-0100"|"(215) 555-0101"|""|""|"http://www.wingtiptoys.com/Nuangola"|"Shop 258"|"148 Dellucci Boulevard"|"90156"|POINT (-75.978256 41.1550825)|"PO Box 3745"|"Ghoshville"|"90156"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
540|"Wingtip Toys (Weld, ME)"|401|3|2|2279|2280|3|36322|36322||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(207) 555-0100"|"(207) 555-0101"|""|""|"http://www.wingtiptoys.com/Weld"|"Shop 237"|"540 Buresova Road"|"90031"|POINT (-70.4214543 44.6986707)|"PO Box 1029"|"Sontiville"|"90031"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
541|"Wingtip Toys (Mickleton, NJ)"|401|3|2|2281|2282|3|22020|22020||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(201) 555-0100"|"(201) 555-0101"|""|""|"http://www.wingtiptoys.com/Mickleton"|"Unit 107"|"1679 Modi Lane"|"90751"|POINT (-75.2376834 39.7901134)|"PO Box 1588"|"Rajuville"|"90751"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
542|"Wingtip Toys (Schererville, IN)"|401|3|2|2283|2284|3|30790|30790||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(219) 555-0100"|"(219) 555-0101"|""|""|"http://www.wingtiptoys.com/Schererville"|"Unit 147"|"147 Hadrabova Street"|"90457"|POINT (-87.4547605 41.4789246)|"PO Box 4708"|"Lindville"|"90457"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
543|"Wingtip Toys (Lexington Heights, MI)"|401|3|2|2285|2286|3|19338|19338||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(231) 555-0100"|"(231) 555-0101"|""|""|"http://www.wingtiptoys.com/LexingtonHeights"|"Shop 234"|"390 Korjus Road"|"90067"|POINT (-82.5246458 43.2250269)|"PO Box 5784"|"Charltonville"|"90067"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
544|"Wingtip Toys (Broomtown, AL)"|401|3|2|2287|2288|3|4278|4278||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(205) 555-0100"|"(205) 555-0101"|""|""|"http://www.wingtiptoys.com/Broomtown"|"Unit 39"|"1028 Carrillo Boulevard"|"90717"|POINT (-85.5216276 34.3606453)|"PO Box 3367"|"Chirilaville"|"90717"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
545|"Wingtip Toys (Jamison, IA)"|401|3|2|2289|2290|3|16891|16891||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(319) 555-0100"|"(319) 555-0101"|""|""|"http://www.wingtiptoys.com/Jamison"|"Unit 90"|"1984 Esposito Road"|"90010"|POINT (-93.7249413 41.1216623)|"PO Box 9202"|"Radanville"|"90010"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
546|"Wingtip Toys (Key Biscayne, FL)"|401|3|2|2291|2292|3|17632|17632||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(239) 555-0100"|"(239) 555-0101"|""|""|"http://www.wingtiptoys.com/KeyBiscayne"|"Shop 226"|"1642 Jantunen Crescent"|"90085"|POINT (-80.1628248 25.693713)|"PO Box 3368"|"Huqville"|"90085"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
547|"Wingtip Toys (Chaseley, ND)"|401|3|2|2293|2294|3|6115|6115||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(701) 555-0100"|"(701) 555-0101"|""|""|"http://www.wingtiptoys.com/Chaseley"|"Suite 211"|"1666 Semjonov Lane"|"90066"|POINT (-99.8201206 47.4502759)|"PO Box 769"|"Jozicville"|"90066"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
548|"Wingtip Toys (Indian Creek, IL)"|401|3|2|2295|2296|3|16469|16469||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(217) 555-0100"|"(217) 555-0101"|""|""|"http://www.wingtiptoys.com/IndianCreek"|"Unit 40"|"63 Celmina Road"|"90610"|POINT (-87.9797968 42.2269684)|"PO Box 4965"|"Yektaville"|"90610"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
549|"Wingtip Toys (Lake Ronkonkoma, NY)"|401|3|2|2297|2298|3|18446|18446||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(212) 555-0100"|"(212) 555-0101"|""|""|"http://www.wingtiptoys.com/LakeRonkonkoma"|"Suite 131"|"576 Sedlar Road"|"90437"|POINT (-73.1312222 40.8350983)|"PO Box 3313"|"Saulitisville"|"90437"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
550|"Wingtip Toys (Morrison Bluff, AR)"|401|3|2|2299|2300|3|23026|23026||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(479) 555-0100"|"(479) 555-0101"|""|""|"http://www.wingtiptoys.com/MorrisonBluff"|"Shop 284"|"645 Khalsa Boulevard"|"90682"|POINT (-93.5285202 35.387863)|"PO Box 3218"|"Nastaseville"|"90682"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
551|"Wingtip Toys (Huntingburg, IN)"|401|3|2|2301|2302|3|16239|16239||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(219) 555-0100"|"(219) 555-0101"|""|""|"http://www.wingtiptoys.com/Huntingburg"|"Unit 7"|"833 Pasek Boulevard"|"90434"|POINT (-86.9549972 38.2989422)|"PO Box 158"|"Lucchesiville"|"90434"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
552|"Wingtip Toys (Shay, PA)"|401|3|2|2303|2304|3|31266|31266||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(215) 555-0100"|"(215) 555-0101"|""|""|"http://www.wingtiptoys.com/Shay"|"Suite 140"|"1587 Olofsson Boulevard"|"90759"|POINT (-79.4547654 40.7364533)|"PO Box 5222"|"Klavinsville"|"90759"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
553|"Wingtip Toys (Helotes, TX)"|401|3|2|2305|2306|3|15143|15143||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(210) 555-0100"|"(210) 555-0101"|""|""|"http://www.wingtiptoys.com/Helotes"|"Unit 237"|"1534 Milano Lane"|"90119"|POINT (-98.6897451 29.5780056)|"PO Box 7611"|"Dupuyville"|"90119"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
554|"Wingtip Toys (Hollandsburg, IN)"|401|3|2|2307|2308|3|15726|15726||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(219) 555-0100"|"(219) 555-0101"|""|""|"http://www.wingtiptoys.com/Hollandsburg"|"Unit 234"|"1014 Shuler Avenue"|"90683"|POINT (-87.0722345 39.760321)|"PO Box 4186"|"Stolinovaville"|"90683"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
555|"Wingtip Toys (Liberty Grove, MD)"|401|3|2|2309|2310|3|19368|19368||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(240) 555-0100"|"(240) 555-0101"|""|""|"http://www.wingtiptoys.com/LibertyGrove"|"Shop 177"|"1754 Kaskar Avenue"|"90204"|POINT (-76.1199511 39.6559424)|"PO Box 4568"|"Utjesenovicville"|"90204"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
556|"Wingtip Toys (Morita, TX)"|401|3|2|2311|2312|3|22984|22984||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(210) 555-0100"|"(210) 555-0101"|""|""|"http://www.wingtiptoys.com/Morita"|"Suite 54"|"598 Ilic Road"|"90222"|POINT (-101.6337386 32.1845661)|"PO Box 6900"|"Atitarnville"|"90222"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
557|"Wingtip Toys (New Laguna, NM)"|401|3|2|2313|2314|3|24007|24007||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(505) 555-0100"|"(505) 555-0101"|""|""|"http://www.wingtiptoys.com/NewLaguna"|"Suite 185"|"1687 Ornlamai Lane"|"90761"|POINT (-107.4219909 35.0408767)|"PO Box 5434"|"Dasville"|"90761"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
558|"Wingtip Toys (Bourneville, OH)"|401|3|2|2315|2316|3|3663|3663||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(216) 555-0100"|"(216) 555-0101"|""|""|"http://www.wingtiptoys.com/Bourneville"|"Unit 10"|"158 Lieu Lane"|"90164"|POINT (-83.1565742 39.2820094)|"PO Box 5478"|"Kundzinaville"|"90164"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
559|"Wingtip Toys (Mendoza, TX)"|401|3|2|2317|2318|3|21821|21821||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(210) 555-0100"|"(210) 555-0101"|""|""|"http://www.wingtiptoys.com/Mendoza"|"Unit 42"|"1448 Brasseur Boulevard"|"90420"|POINT (-97.6861117 30.00494)|"PO Box 4120"|"sahinville"|"90420"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
560|"Wingtip Toys (Palmas del Mar, PR)"|401|3|2|2319|2320|3|26010|26010||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(787) 555-0100"|"(787) 555-0101"|""|""|"http://www.wingtiptoys.com/PalmasdelMar"|"Suite 72"|"148 ChÃ¡vez Street"|"90167"|POINT (-65.797939 18.0819088)|"PO Box 6944"|"safranekville"|"90167"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
561|"Wingtip Toys (Marion Junction, AL)"|401|3|2|2321|2322|3|21002|21002||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(205) 555-0100"|"(205) 555-0101"|""|""|"http://www.wingtiptoys.com/MarionJunction"|"Shop 88"|"1444 Leigh Crescent"|"90078"|POINT (-87.2388839 32.437358)|"PO Box 3698"|"ChÃ¡vezville"|"90078"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
562|"Wingtip Toys (Ware Shoals, SC)"|401|3|2|2323|2324|3|35861|35861||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(803) 555-0100"|"(803) 555-0101"|""|""|"http://www.wingtiptoys.com/WareShoals"|"Suite 47"|"940 Rosberg Street"|"90181"|POINT (-82.2467853 34.3984511)|"PO Box 136"|"Ornlamaiville"|"90181"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
563|"Wingtip Toys (Lostine, OR)"|401|3|2|2325|2326|3|20047|20047||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(458) 555-0100"|"(458) 555-0101"|""|""|"http://www.wingtiptoys.com/Lostine"|"Shop 82"|"931 Mitra Lane"|"90287"|POINT (-117.4296256 45.4873692)|"PO Box 7890"|"Karacaville"|"90287"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
564|"Wingtip Toys (Tilleda, WI)"|401|3|2|2327|2328|3|34060|34060||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(262) 555-0100"|"(262) 555-0101"|""|""|"http://www.wingtiptoys.com/Tilleda"|"Suite 174"|"1968 Necesana Street"|"90240"|POINT (-88.9112178 44.8155317)|"PO Box 8495"|"Pokornaville"|"90240"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
565|"Wingtip Toys (Wapiti, WY)"|401|3|2|2329|2330|3|35831|35831||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(307) 555-0100"|"(307) 555-0101"|""|""|"http://www.wingtiptoys.com/Wapiti"|"Shop 266"|"899 Valentova Road"|"90344"|POINT (-109.4376625 44.4685604)|"PO Box 739"|"Stejskalovaville"|"90344"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
566|"Wingtip Toys (Amado, AZ)"|401|3|2|2331|2332|3|689|689||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(480) 555-0100"|"(480) 555-0101"|""|""|"http://www.wingtiptoys.com/Amado"|"Unit 175"|"593 Mokkapati Road"|"90107"|POINT (-111.0645359 31.7078658)|"PO Box 7450"|"Araujoville"|"90107"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
567|"Wingtip Toys (Jeromesville, OH)"|401|3|2|2333|2334|3|17039|17039||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(216) 555-0100"|"(216) 555-0101"|""|""|"http://www.wingtiptoys.com/Jeromesville"|"Suite 42"|"1876 Bhamidipati Crescent"|"90184"|POINT (-82.195712 40.8042239)|"PO Box 6951"|"Sokkville"|"90184"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
568|"Wingtip Toys (Ovilla, TX)"|401|3|2|2335|2336|3|25818|25818||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(210) 555-0100"|"(210) 555-0101"|""|""|"http://www.wingtiptoys.com/Ovilla"|"Suite 158"|"519 Deslauriers Street"|"90683"|POINT (-96.8863898 32.5265264)|"PO Box 1982"|"Lillville"|"90683"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
569|"Wingtip Toys (West Frostproof, FL)"|401|3|2|2337|2338|3|36513|36513||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(239) 555-0100"|"(239) 555-0101"|""|""|"http://www.wingtiptoys.com/WestFrostproof"|"Shop 39"|"692 Barney Lane"|"90126"|POINT (-81.5831327 27.733641)|"PO Box 9579"|"Cuville"|"90126"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
570|"Wingtip Toys (Flomaton, AL)"|401|3|2|2339|2340|3|11686|11686||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(205) 555-0100"|"(205) 555-0101"|""|""|"http://www.wingtiptoys.com/Flomaton"|"Suite 168"|"145 Weitzer Boulevard"|"90134"|POINT (-87.2608071 31.000182)|"PO Box 7984"|"Shakibaville"|"90134"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
571|"Wingtip Toys (Pawlet, VT)"|401|3|2|2341|2342|3|26379|26379||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(802) 555-0100"|"(802) 555-0101"|""|""|"http://www.wingtiptoys.com/Pawlet"|"Unit 55"|"279 Flamand Boulevard"|"90472"|POINT (-73.1762182 43.34674)|"PO Box 9649"|"Jaramilloville"|"90472"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
572|"Wingtip Toys (Trout Run, PA)"|401|3|2|2343|2344|3|34466|34466||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(215) 555-0100"|"(215) 555-0101"|""|""|"http://www.wingtiptoys.com/TroutRun"|"Unit 190"|"787 Sarkar Street"|"90257"|POINT (-77.0569132 41.3861872)|"PO Box 4301"|"PrabhupÄdaville"|"90257"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
573|"Wingtip Toys (Marin City, CA)"|401|3|2|2345|2346|3|20961|20961||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(209) 555-0100"|"(209) 555-0101"|""|""|"http://www.wingtiptoys.com/MarinCity"|"Unit 64"|"1320 Mittal Boulevard"|"90449"|POINT (-122.5091404 37.868538)|"PO Box 4639"|"Rehakville"|"90449"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
574|"Wingtip Toys (Molalla, OR)"|401|3|2|2347|2348|3|22604|22604||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(458) 555-0100"|"(458) 555-0101"|""|""|"http://www.wingtiptoys.com/Molalla"|"Suite 207"|"550 Alexandrova Lane"|"90761"|POINT (-122.5770322 45.1473445)|"PO Box 1722"|"Ruutliville"|"90761"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
575|"Wingtip Toys (Trumansburg, NY)"|401|3|2|2349|2350|3|34512|34512||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(212) 555-0100"|"(212) 555-0101"|""|""|"http://www.wingtiptoys.com/Trumansburg"|"Shop 227"|"178 Bhogireddy Boulevard"|"90482"|POINT (-76.6660589 42.5422939)|"PO Box 5908"|"Reuserville"|"90482"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
576|"Wingtip Toys (Goodings Grove, IL)"|401|3|2|2351|2352|3|13388|13388||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(217) 555-0100"|"(217) 555-0101"|""|""|"http://www.wingtiptoys.com/GoodingsGrove"|"Shop 156"|"1428 Mercier Avenue"|"90512"|POINT (-87.9308893 41.6291984)|"PO Box 3039"|"Cuville"|"90512"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
577|"Wingtip Toys (Cherryplain, NY)"|401|3|2|2353|2354|3|6238|6238||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(212) 555-0100"|"(212) 555-0101"|""|""|"http://www.wingtiptoys.com/Cherryplain"|"Shop 170"|"1688 Madhunapantula Avenue"|"90779"|POINT (-73.3581648 42.6292474)|"PO Box 6801"|"Guptaville"|"90779"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
578|"Wingtip Toys (Bell Acres, PA)"|401|3|2|2355|2356|3|2436|2436||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(215) 555-0100"|"(215) 555-0101"|""|""|"http://www.wingtiptoys.com/BellAcres"|"Suite 8"|"1761 Nastase Avenue"|"90526"|POINT (-80.1664479 40.5900673)|"PO Box 4208"|"Rakusville"|"90526"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
579|"Wingtip Toys (Connoquenessing, PA)"|401|3|2|2357|2358|3|7432|7432||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(215) 555-0100"|"(215) 555-0101"|""|""|"http://www.wingtiptoys.com/Connoquenessing"|"Suite 199"|"854 Kotadia Crescent"|"90775"|POINT (-80.0142257 40.8178427)|"PO Box 4359"|"Hrdlickovaville"|"90775"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
580|"Wingtip Toys (Sarversville, PA)"|401|3|2|2359|2360|3|30663|30663||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(215) 555-0100"|"(215) 555-0101"|""|""|"http://www.wingtiptoys.com/Sarversville"|"Shop 55"|"64 Jaramillo Avenue"|"90201"|POINT (-79.7556061 40.7195095)|"PO Box 184"|"Mookjaiville"|"90201"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
581|"Wingtip Toys (Munich, ND)"|401|3|2|2361|2362|3|23441|23441||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(701) 555-0100"|"(701) 555-0101"|""|""|"http://www.wingtiptoys.com/Munich"|"Shop 283"|"1167 Thota Street"|"90334"|POINT (-98.8326307 48.669174)|"PO Box 6126"|"Filipovicville"|"90334"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
582|"Wingtip Toys (Montoya, NM)"|401|3|2|2363|2364|3|22814|22814||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(505) 555-0100"|"(505) 555-0101"|""|""|"http://www.wingtiptoys.com/Montoya"|"Shop 299"|"780 Rusl Boulevard"|"90683"|POINT (-104.0638615 35.0997794)|"PO Box 2498"|"Brezeanuville"|"90683"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
583|"Wingtip Toys (Knights Landing, CA)"|401|3|2|2365|2366|3|17935|17935||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(209) 555-0100"|"(209) 555-0101"|""|""|"http://www.wingtiptoys.com/KnightsLanding"|"Suite 62"|"1404 Molnar Road"|"90400"|POINT (-121.718297 38.7996238)|"PO Box 1983"|"Holyville"|"90400"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
584|"Wingtip Toys (Cache, OK)"|401|3|2|2367|2368|3|4840|4840||2013-01-01 00:00:00.0000000|0.000|False|False|7|"(405) 555-0100"|"(405) 555-0101"|""|""|"http://www.wingtiptoys.com/Cache"|"Unit 250"|"75 Min Road"|"90770"|POINT (-98.6524571885 34.6334639006)|"PO Box 4557"|"Berggrenville"|"90770"|1|2013-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999
